,Speech,Mean_Score
0,SUB001_SPEECH001,5.111111111111111
1,SUB002_SPEECH001,4.733333333333333
2,SUB003_SPEECH001,4.2518518518518515
3,SUB005_SPEECH001,4.525925925925926
4,SUB005_SPEECH002,4.511111111111111
5,SUB006_SPEECH001,4.518518518518518
6,SUB006_SPEECH002,4.7555555555555555
7,SUB007_SPEECH001,5.059259259259259
8,SUB007_SPEECH002,4.644444444444445
9,SUB008_SPEECH001,4.118518518518519
10,SUB013_SPEECH001,5.496296296296296
11,SUB013_SPEECH002,5.644444444444445
12,SUB015_SPEECH001,4.548148148148148
13,SUB015_SPEECH002,5.066666666666666
14,SUB016_SPEECH001,3.9555555555555557
15,SUB016_SPEECH002,4.237037037037037
16,SUB017_SPEECH002,4.325925925925926
17,SUB018_SPEECH001,4.177777777777778
18,SUB018_SPEECH002,4.874074074074074
19,SUB019_SPEECH002,5.548148148148148
20,SUB020_SPEECH001,6.125925925925926
21,SUB020_SPEECH002,5.82962962962963
22,SUB021_SPEECH001,4.4222222222222225
23,SUB021_SPEECH002,4.7407407407407405
24,SUB022_SPEECH001,4.82962962962963
25,SUB022_SPEECH002,4.525925925925926
26,SUB023_SPEECH001,5.637037037037037
27,SUB023_SPEECH002,5.140740740740741
28,SUB024_SPEECH001,5.311111111111111
29,SUB024_SPEECH002,5.185185185185185
30,SUB025_SPEECH001,5.674074074074074
31,SUB025_SPEECH002,5.474074074074074
32,SUB026_SPEECH001,5.133333333333334
33,SUB026_SPEECH002,5.762962962962963
34,SUB027_SPEECH001,5.014814814814815
35,SUB027_SPEECH002,5.54074074074074
36,SUB028_SPEECH001,5.385185185185185
37,SUB028_SPEECH002,6.348148148148148
38,SUB029_SPEECH001,5.2592592592592595
39,SUB029_SPEECH002,4.296296296296297
40,SUB030_SPEECH001,5.274074074074074
41,SUB030_SPEECH002,4.948148148148148
42,SUB031_SPEECH001,5.118518518518519
43,SUB031_SPEECH002,4.711111111111111
44,SUB032_SPEECH001,5.207407407407407
45,SUB032_SPEECH002,5.444444444444445
46,SUB033_SPEECH001,5.118518518518519
47,SUB033_SPEECH002,4.948148148148148
48,SUB034_SPEECH001,5.62962962962963
49,SUB034_SPEECH002,5.355555555555555
50,SUB035_SPEECH001,5.7407407407407405
51,SUB035_SPEECH002,5.044444444444444
52,SUB038_SPEECH001,5.407407407407407
53,SUB038_SPEECH002,5.5777777777777775
54,SUB039_SPEECH001,4.807407407407408
55,SUB039_SPEECH002,4.45925925925926
56,SUB042_SPEECH001,4.725925925925926
57,SUB042_SPEECH002,5.348148148148148
58,SUB043_SPEECH001,4.977777777777778
59,SUB043_SPEECH002,4.681481481481481
60,SUB044_SPEECH001,5.518518518518518
61,SUB044_SPEECH002,6.466666666666667
62,SUB045_SPEECH002,4.333333333333333
63,SUB046_SPEECH002,4.770370370370371
64,SUB047_SPEECH001,5.281481481481482
65,SUB047_SPEECH002,5.111111111111111
66,SUB048_SPEECH001,5.444444444444445
67,SUB048_SPEECH002,5.925925925925926
68,SUB049_SPEECH001,4.5777777777777775
69,SUB049_SPEECH002,4.807407407407408
70,SUB050_SPEECH001,5.466666666666667
71,SUB050_SPEECH002,4.911111111111111
72,SUB051_SPEECH001,4.7407407407407405
73,SUB051_SPEECH002,4.837037037037037
74,SUB052_SPEECH001,5.637037037037037
75,SUB052_SPEECH002,5.029629629629629
76,SUB054_SPEECH001,6.2
77,SUB054_SPEECH002,6.614814814814815
78,SUB055_SPEECH001,5.688888888888889
79,SUB055_SPEECH002,5.637037037037037
80,SUB056_SPEECH001,5.607407407407408
81,SUB056_SPEECH002,6.222222222222222
82,SUB057_SPEECH001,5.007407407407407
83,SUB057_SPEECH002,5.133333333333334
84,SUB058_SPEECH001,5.474074074074074
85,SUB058_SPEECH002,4.985185185185185
86,SUB059_SPEECH001,6.059259259259259
87,SUB059_SPEECH002,6.437037037037037
88,SUB060_SPEECH001,6.074074074074074
89,SUB060_SPEECH002,6.4
90,SUB061_SPEECH001,5.0814814814814815
91,SUB061_SPEECH002,4.955555555555556
92,SUB062_SPEECH001,4.985185185185185
93,SUB062_SPEECH002,5.044444444444444
94,SUB063_SPEECH001,4.696296296296296
95,SUB063_SPEECH002,4.933333333333334
96,SUB064_SPEECH001,5.881481481481481
97,SUB064_SPEECH002,6.392592592592592
98,SUB065_SPEECH001,5.7407407407407405
99,SUB065_SPEECH002,5.874074074074074
100,SUB066_SPEECH001,4.925925925925926
