,Speech,Mean_Score
0,SUB001_SPEECH001,3.8555555555555556
1,SUB002_SPEECH001,3.3777777777777778
2,SUB003_SPEECH001,3.2333333333333334
3,SUB005_SPEECH001,3.2555555555555555
4,SUB005_SPEECH002,3.2
5,SUB006_SPEECH001,3.388888888888889
6,SUB006_SPEECH002,3.388888888888889
7,SUB007_SPEECH001,4.088888888888889
8,SUB007_SPEECH002,3.5
9,SUB008_SPEECH001,2.8777777777777778
10,SUB013_SPEECH001,4.111111111111111
11,SUB013_SPEECH002,3.6
12,SUB015_SPEECH001,3.111111111111111
13,SUB015_SPEECH002,3.011111111111111
14,SUB016_SPEECH001,2.8555555555555556
15,SUB016_SPEECH002,2.8444444444444446
16,SUB017_SPEECH002,2.8444444444444446
17,SUB018_SPEECH001,3.1222222222222222
18,SUB018_SPEECH002,3.433333333333333
19,SUB019_SPEECH002,3.888888888888889
20,SUB020_SPEECH001,4.622222222222222
21,SUB020_SPEECH002,4.322222222222222
22,SUB021_SPEECH001,3.3
23,SUB021_SPEECH002,3.2444444444444445
24,SUB022_SPEECH001,2.7
25,SUB022_SPEECH002,3.2666666666666666
26,SUB023_SPEECH001,3.2555555555555555
27,SUB023_SPEECH002,3.977777777777778
28,SUB024_SPEECH001,3.811111111111111
29,SUB024_SPEECH002,3.611111111111111
30,SUB025_SPEECH001,3.977777777777778
31,SUB025_SPEECH002,4.677777777777778
32,SUB026_SPEECH001,3.6222222222222222
33,SUB026_SPEECH002,3.966666666666667
34,SUB027_SPEECH001,3.688888888888889
35,SUB027_SPEECH002,3.8222222222222224
36,SUB028_SPEECH001,4.555555555555555
37,SUB028_SPEECH002,4.3
38,SUB029_SPEECH001,3.5555555555555554
39,SUB029_SPEECH002,3.588888888888889
40,SUB030_SPEECH001,3.588888888888889
41,SUB030_SPEECH002,3.8
42,SUB031_SPEECH001,3.5444444444444443
43,SUB031_SPEECH002,3.2333333333333334
44,SUB032_SPEECH001,4.2
45,SUB032_SPEECH002,3.6222222222222222
46,SUB033_SPEECH001,3.5555555555555554
47,SUB033_SPEECH002,3.466666666666667
48,SUB034_SPEECH001,4.288888888888889
49,SUB034_SPEECH002,4.111111111111111
50,SUB035_SPEECH001,3.5444444444444443
51,SUB035_SPEECH002,3.3777777777777778
52,SUB038_SPEECH001,4.044444444444444
53,SUB038_SPEECH002,4.444444444444445
54,SUB039_SPEECH001,3.688888888888889
55,SUB039_SPEECH002,2.922222222222222
56,SUB042_SPEECH001,3.3777777777777778
57,SUB042_SPEECH002,3.9555555555555557
58,SUB043_SPEECH001,3.7555555555555555
59,SUB043_SPEECH002,3.6
60,SUB044_SPEECH001,4.4
61,SUB044_SPEECH002,4.444444444444445
62,SUB045_SPEECH002,2.911111111111111
63,SUB046_SPEECH002,3.3777777777777778
64,SUB047_SPEECH001,3.8222222222222224
65,SUB047_SPEECH002,3.7666666666666666
66,SUB048_SPEECH001,3.8666666666666667
67,SUB048_SPEECH002,4.377777777777778
68,SUB049_SPEECH001,3.3333333333333335
69,SUB049_SPEECH002,3.311111111111111
70,SUB050_SPEECH001,4.666666666666667
71,SUB050_SPEECH002,4.177777777777778
72,SUB051_SPEECH001,3.7333333333333334
73,SUB051_SPEECH002,3.7
74,SUB052_SPEECH001,4.0
75,SUB052_SPEECH002,3.6444444444444444
76,SUB054_SPEECH001,4.655555555555556
77,SUB054_SPEECH002,4.433333333333334
78,SUB055_SPEECH001,3.577777777777778
79,SUB055_SPEECH002,4.1
80,SUB056_SPEECH001,3.9555555555555557
81,SUB056_SPEECH002,4.466666666666667
82,SUB057_SPEECH001,3.5
83,SUB057_SPEECH002,3.977777777777778
84,SUB058_SPEECH001,3.688888888888889
85,SUB058_SPEECH002,3.522222222222222
86,SUB059_SPEECH001,4.155555555555556
87,SUB059_SPEECH002,5.111111111111111
88,SUB060_SPEECH001,5.333333333333333
89,SUB060_SPEECH002,5.0777777777777775
90,SUB061_SPEECH001,3.6222222222222222
91,SUB061_SPEECH002,3.3
92,SUB062_SPEECH001,3.477777777777778
93,SUB062_SPEECH002,3.6777777777777776
94,SUB063_SPEECH001,3.1333333333333333
95,SUB063_SPEECH002,3.3555555555555556
96,SUB064_SPEECH001,4.955555555555556
97,SUB064_SPEECH002,4.533333333333333
98,SUB065_SPEECH001,3.9555555555555557
99,SUB065_SPEECH002,4.166666666666667
100,SUB066_SPEECH001,3.4
101,SUB066_SPEECH002,3.3
102,SUB067_SPEECH001,3.2666666666666666
103,SUB068_SPEECH001,3.477777777777778
104,SUB068_SPEECH002,4.266666666666667
105,SUB069_SPEECH001,3.611111111111111
106,SUB069_SPEECH002,3.7888888888888888
107,SUB070_SPEECH001,4.1
108,SUB070_SPEECH002,3.9444444444444446
109,SUB071_SPEECH001,3.7
110,SUB071_SPEECH002,3.6333333333333333
111,SUB072_SPEECH001,3.7555555555555555
112,SUB072_SPEECH002,4.477777777777778
113,SUB073_SPEECH001,3.888888888888889
114,SUB074_SPEECH001,3.7555555555555555
115,SUB074_SPEECH002,3.6333333333333333
116,SUB075_SPEECH001,3.6555555555555554
117,SUB075_SPEECH002,3.7555555555555555
118,SUB076_SPEECH001,3.1444444444444444
119,SUB076_SPEECH002,3.7444444444444445
120,SUB077_SPEECH001,4.633333333333334
121,SUB077_SPEECH002,4.944444444444445
122,SUB078_SPEECH001,3.911111111111111
123,SUB078_SPEECH002,4.011111111111111
124,SUB079_SPEECH001,4.9
125,SUB079_SPEECH002,4.966666666666667
126,SUB080_SPEECH001,3.1666666666666665
127,SUB080_SPEECH002,4.044444444444444
