name,rating
SUB001_SPEECH001_cut_corrected.txt,4
SUB002_SPEECH001_cut_corrected.txt,3
SUB003_SPEECH001_cut_corrected.txt,4
SUB005_SPEECH001_cut_corrected.txt,6
SUB005_SPEECH002_cut_corrected.txt,3
SUB006_SPEECH001_cut_corrected.txt,2
SUB006_SPEECH002_cut_corrected.txt,4
SUB007_SPEECH001_cut_corrected.txt,6
SUB007_SPEECH002_cut_corrected.txt,2
SUB008_SPEECH001_cut_corrected.txt,4
SUB013_SPEECH001_cut_corrected.txt,6
SUB013_SPEECH002_cut_corrected.txt,4
SUB015_SPEECH001_cut_corrected.txt,3
SUB015_SPEECH002_cut_corrected.txt,4
SUB016_SPEECH001_cut_corrected.txt,3
SUB016_SPEECH002_cut_corrected.txt,3
SUB017_SPEECH002_cut_corrected.txt,4
SUB018_SPEECH001_cut_corrected.txt,3
SUB018_SPEECH002_cut_corrected.txt,4
SUB019_SPEECH002_cut_corrected.txt,4
SUB020_SPEECH001_cut_corrected.txt,4
SUB020_SPEECH002_cut_corrected.txt,6
SUB021_SPEECH001_cut_corrected.txt,2
SUB021_SPEECH002_cut_corrected.txt,3
SUB022_SPEECH001_cut_corrected.txt,3
SUB022_SPEECH002_cut_corrected.txt,3
SUB023_SPEECH001_cut_corrected.txt,2
SUB023_SPEECH002_cut_corrected.txt,3
SUB024_SPEECH001_cut_corrected.txt,3
SUB024_SPEECH002_cut_corrected.txt,7
SUB025_SPEECH001_cut_corrected.txt,3
SUB025_SPEECH002_cut_corrected.txt,3
SUB026_SPEECH001_cut_corrected.txt,7
SUB026_SPEECH002_cut_corrected.txt,3
SUB027_SPEECH001_cut_corrected.txt,4
SUB027_SPEECH002_cut_corrected.txt,3
SUB028_SPEECH001_cut_corrected.txt,3
SUB028_SPEECH002_cut_corrected.txt,6
SUB029_SPEECH001_cut_corrected.txt,3
SUB029_SPEECH002_cut_corrected.txt,2
SUB030_SPEECH001_cut_corrected.txt,7
SUB030_SPEECH002_cut_corrected.txt,1
SUB031_SPEECH001_cut_corrected.txt,3
SUB031_SPEECH002_cut_corrected.txt,2
SUB032_SPEECH001_cut_corrected.txt,1
SUB032_SPEECH002_cut_corrected.txt,7
SUB033_SPEECH001_cut_corrected.txt,3
SUB033_SPEECH002_cut_corrected.txt,4
SUB034_SPEECH001_cut_corrected.txt,7
SUB034_SPEECH002_cut_corrected.txt,3
SUB035_SPEECH001_cut_corrected.txt,3
SUB035_SPEECH002_cut_corrected.txt,7
SUB038_SPEECH001_cut_corrected.txt,7
SUB038_SPEECH002_cut_corrected.txt,2
SUB039_SPEECH001_cut_corrected.txt,4
SUB039_SPEECH002_cut_corrected.txt,2
SUB042_SPEECH001_cut_corrected.txt,4
SUB042_SPEECH002_cut_corrected.txt,6
SUB043_SPEECH001_cut_corrected.txt,3
SUB043_SPEECH002_cut_corrected.txt,4
SUB044_SPEECH001_cut_corrected.txt,4
SUB044_SPEECH002_cut_corrected.txt,7
SUB045_SPEECH002_cut_corrected.txt,2
SUB046_SPEECH002_cut_corrected.txt,6
SUB047_SPEECH001_cut_corrected.txt,6
SUB047_SPEECH002_cut_corrected.txt,2
SUB048_SPEECH001_cut_corrected.txt,4
