name,rating
SUB001_SPEECH001_cut_corrected.txt,6
SUB002_SPEECH001_cut_corrected.txt,4
SUB003_SPEECH001_cut_corrected.txt,4
SUB005_SPEECH001_cut_corrected.txt,4
SUB005_SPEECH002_cut_corrected.txt,6
SUB006_SPEECH001_cut_corrected.txt,4
SUB006_SPEECH002_cut_corrected.txt,4
SUB007_SPEECH001_cut_corrected.txt,6
SUB007_SPEECH002_cut_corrected.txt,4
SUB008_SPEECH001_cut_corrected.txt,5
SUB013_SPEECH001_cut_corrected.txt,6
SUB013_SPEECH002_cut_corrected.txt,6
SUB015_SPEECH001_cut_corrected.txt,4
SUB015_SPEECH002_cut_corrected.txt,6
SUB016_SPEECH001_cut_corrected.txt,3
SUB016_SPEECH002_cut_corrected.txt,4
SUB017_SPEECH002_cut_corrected.txt,6
SUB018_SPEECH001_cut_corrected.txt,4
SUB018_SPEECH002_cut_corrected.txt,6
SUB019_SPEECH002_cut_corrected.txt,6
SUB020_SPEECH001_cut_corrected.txt,6
SUB020_SPEECH002_cut_corrected.txt,6
SUB021_SPEECH001_cut_corrected.txt,4
SUB021_SPEECH002_cut_corrected.txt,4
SUB022_SPEECH001_cut_corrected.txt,5
SUB022_SPEECH002_cut_corrected.txt,4
SUB023_SPEECH001_cut_corrected.txt,7
SUB023_SPEECH002_cut_corrected.txt,4
SUB024_SPEECH001_cut_corrected.txt,6
SUB024_SPEECH002_cut_corrected.txt,6
SUB025_SPEECH001_cut_corrected.txt,7
SUB025_SPEECH002_cut_corrected.txt,6
SUB026_SPEECH001_cut_corrected.txt,6
SUB026_SPEECH002_cut_corrected.txt,6
SUB027_SPEECH001_cut_corrected.txt,6
SUB027_SPEECH002_cut_corrected.txt,6
SUB028_SPEECH001_cut_corrected.txt,6
SUB028_SPEECH002_cut_corrected.txt,7
SUB029_SPEECH001_cut_corrected.txt,6
SUB029_SPEECH002_cut_corrected.txt,6
SUB030_SPEECH001_cut_corrected.txt,6
SUB030_SPEECH002_cut_corrected.txt,6
SUB031_SPEECH001_cut_corrected.txt,6
SUB031_SPEECH002_cut_corrected.txt,6
SUB032_SPEECH001_cut_corrected.txt,6
SUB032_SPEECH002_cut_corrected.txt,6
SUB033_SPEECH001_cut_corrected.txt,6
SUB033_SPEECH002_cut_corrected.txt,6
SUB034_SPEECH001_cut_corrected.txt,6
SUB034_SPEECH002_cut_corrected.txt,6
SUB035_SPEECH001_cut_corrected.txt,7
SUB035_SPEECH002_cut_corrected.txt,6
SUB038_SPEECH001_cut_corrected.txt,7
SUB038_SPEECH002_cut_corrected.txt,6
SUB039_SPEECH001_cut_corrected.txt,6
SUB039_SPEECH002_cut_corrected.txt,6
SUB042_SPEECH001_cut_corrected.txt,5
SUB042_SPEECH002_cut_corrected.txt,6
SUB043_SPEECH001_cut_corrected.txt,4
SUB043_SPEECH002_cut_corrected.txt,4
SUB044_SPEECH001_cut_corrected.txt,6
SUB044_SPEECH002_cut_corrected.txt,7
SUB045_SPEECH002_cut_corrected.txt,4
SUB046_SPEECH002_cut_corrected.txt,6
SUB047_SPEECH001_cut_corrected.txt,6
SUB047_SPEECH002_cut_corrected.txt,6
SUB048_SPEECH001_cut_corrected.txt,6
SUB048_SPEECH002_cut_corrected.txt,7
SUB049_SPEECH001_cut_corrected.txt,4
SUB049_SPEECH002_cut_corrected.txt,6
SUB050_SPEECH001_cut_corrected.txt,6
SUB050_SPEECH002_cut_corrected.txt,6
SUB051_SPEECH001_cut_corrected.txt,6
SUB051_SPEECH002_cut_corrected.txt,6
SUB052_SPEECH001_cut_corrected.txt,6
SUB052_SPEECH002_cut_corrected.txt,6
SUB054_SPEECH001_cut_corrected.txt,7
SUB054_SPEECH002_cut_corrected.txt,7
SUB055_SPEECH001_cut_corrected.txt,6
SUB055_SPEECH002_cut_corrected.txt,6
SUB056_SPEECH001_cut_corrected.txt,7
SUB056_SPEECH002_cut_corrected.txt,7
SUB057_SPEECH001_cut_corrected.txt,6
SUB057_SPEECH002_cut_corrected.txt,6
SUB058_SPEECH001_cut_corrected.txt,6
SUB058_SPEECH002_cut_corrected.txt,6
SUB059_SPEECH001_cut_corrected.txt,7
SUB059_SPEECH002_cut_corrected.txt,7
SUB060_SPEECH001_cut_corrected.txt,7
SUB060_SPEECH002_cut_corrected.txt,7
SUB061_SPEECH001_cut_corrected.txt,6
SUB061_SPEECH002_cut_corrected.txt,4
SUB062_SPEECH001_cut_corrected.txt,6
SUB062_SPEECH002_cut_corrected.txt,4
SUB063_SPEECH001_cut_corrected.txt,6
SUB063_SPEECH002_cut_corrected.txt,5
SUB064_SPEECH001_cut_corrected.txt,7
SUB064_SPEECH002_cut_corrected.txt,7
SUB065_SPEECH001_cut_corrected.txt,6
SUB065_SPEECH002_cut_corrected.txt,7
SUB066_SPEECH001_cut_corrected.txt,4
SUB066_SPEECH002_cut_corrected.txt,6
SUB067_SPEECH001_cut_corrected.txt,4
SUB068_SPEECH001_cut_corrected.txt,6
SUB068_SPEECH002_cut_corrected.txt,5
SUB069_SPEECH001_cut_corrected.txt,4
SUB069_SPEECH002_cut_corrected.txt,4
SUB070_SPEECH001_cut_corrected.txt,6
SUB070_SPEECH002_cut_corrected.txt,5
SUB071_SPEECH001_cut_corrected.txt,6
SUB071_SPEECH002_cut_corrected.txt,6
SUB072_SPEECH001_cut_corrected.txt,7
SUB072_SPEECH002_cut_corrected.txt,6
SUB073_SPEECH001_cut_corrected.txt,6
SUB074_SPEECH001_cut_corrected.txt,6
SUB074_SPEECH002_cut_corrected.txt,6
SUB075_SPEECH001_cut_corrected.txt,6
SUB075_SPEECH002_cut_corrected.txt,6
SUB076_SPEECH001_cut_corrected.txt,5
SUB076_SPEECH002_cut_corrected.txt,6
SUB077_SPEECH001_cut_corrected.txt,7
SUB077_SPEECH002_cut_corrected.txt,7
SUB078_SPEECH001_cut_corrected.txt,6
SUB078_SPEECH002_cut_corrected.txt,6
SUB079_SPEECH001_cut_corrected.txt,7
SUB079_SPEECH002_cut_corrected.txt,7
SUB080_SPEECH001_cut_corrected.txt,4
SUB080_SPEECH002_cut_corrected.txt,4
