name,rating
SUB001_SPEECH001,8
SUB002_SPEECH001,8
SUB003_SPEECH001,7
SUB005_SPEECH001,8
SUB005_SPEECH002,6
SUB006_SPEECH001,6
SUB006_SPEECH002,8
SUB007_SPEECH001,8
SUB007_SPEECH002,8
SUB008_SPEECH001,8
SUB013_SPEECH001,8
SUB013_SPEECH002,8
SUB015_SPEECH001,8
SUB015_SPEECH002,8
SUB016_SPEECH001,6
SUB016_SPEECH002,6
SUB017_SPEECH002,7
SUB018_SPEECH001,8
SUB018_SPEECH002,7
SUB019_SPEECH002,8
SUB020_SPEECH001,9
SUB020_SPEECH002,8
SUB021_SPEECH001,6
SUB021_SPEECH002,7
SUB022_SPEECH001,8
SUB022_SPEECH002,6
SUB023_SPEECH001,8
SUB023_SPEECH002,8
SUB024_SPEECH001,8
SUB024_SPEECH002,8
SUB025_SPEECH001,8
SUB025_SPEECH002,8
SUB026_SPEECH001,8
SUB026_SPEECH002,7
SUB027_SPEECH001,8
SUB027_SPEECH002,8
SUB028_SPEECH001,8
SUB028_SPEECH002,8
SUB029_SPEECH001,8
SUB029_SPEECH002,6
SUB030_SPEECH001,6
SUB030_SPEECH002,8
SUB031_SPEECH001,8
SUB031_SPEECH002,8
SUB032_SPEECH001,8
SUB032_SPEECH002,8
SUB033_SPEECH001,8
SUB033_SPEECH002,8
SUB034_SPEECH001,7
SUB034_SPEECH002,8
SUB035_SPEECH001,7
SUB035_SPEECH002,8
SUB038_SPEECH001,7
SUB038_SPEECH002,9
SUB039_SPEECH001,8
SUB039_SPEECH002,6
SUB042_SPEECH001,8
SUB042_SPEECH002,9
SUB043_SPEECH001,8
SUB043_SPEECH002,7
SUB044_SPEECH001,7
SUB044_SPEECH002,8
SUB045_SPEECH002,8
SUB046_SPEECH002,8
SUB047_SPEECH001,8
SUB047_SPEECH002,8
SUB048_SPEECH001,8
SUB048_SPEECH002,7
SUB049_SPEECH001,8
SUB049_SPEECH002,8
SUB050_SPEECH001,8
SUB050_SPEECH002,8
SUB051_SPEECH001,7
SUB051_SPEECH002,8
SUB052_SPEECH001,9
SUB052_SPEECH002,7
SUB054_SPEECH001,8
SUB054_SPEECH002,9
SUB055_SPEECH001,8
SUB055_SPEECH002,6
SUB056_SPEECH001,8
SUB056_SPEECH002,9
SUB057_SPEECH001,4
SUB057_SPEECH002,9
SUB058_SPEECH001,7
SUB058_SPEECH002,8
SUB059_SPEECH001,9
SUB059_SPEECH002,9
SUB060_SPEECH001,8
SUB060_SPEECH002,8
SUB061_SPEECH001,6
SUB061_SPEECH002,8
SUB062_SPEECH001,6
SUB062_SPEECH002,8
SUB063_SPEECH001,7
SUB063_SPEECH002,7
SUB064_SPEECH001,8
SUB064_SPEECH002,9
SUB065_SPEECH001,9
SUB065_SPEECH002,7
SUB066_SPEECH001,8
SUB066_SPEECH002,8
SUB067_SPEECH001,8
SUB068_SPEECH001,6
SUB068_SPEECH002,8
SUB069_SPEECH001,7
SUB069_SPEECH002,8
SUB070_SPEECH001,8
SUB070_SPEECH002,8
SUB071_SPEECH001,8
SUB071_SPEECH002,8
SUB072_SPEECH001,8
SUB072_SPEECH002,8
SUB073_SPEECH001,8
SUB074_SPEECH001,7
SUB074_SPEECH002,8
SUB075_SPEECH001,9
SUB075_SPEECH002,8
SUB076_SPEECH001,7
SUB076_SPEECH002,8
SUB077_SPEECH001,9
SUB077_SPEECH002,9
SUB078_SPEECH001,8
SUB078_SPEECH002,8
SUB079_SPEECH001,9
SUB079_SPEECH002,8
SUB080_SPEECH001,6
SUB080_SPEECH002,8
