,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.75,models,prompts
0,0.3225030061935328,0.6588213566923089,0.6926605853506284,0.7572130211760797,0.759311375545176,0.7425957404530381,0.7180388865971865,0.7632538462711649,GPT,Prompt#1
1,0.3374436433965441,0.525081675959446,0.6849735712822378,0.7065703776320694,0.715531664666986,0.7063855635491287,0.7201160291364057,0.6915208649638379,GPT,Prompt#2
2,0.33637995657908004,0.6321455398237041,0.694293606416951,0.7155349835383206,0.7501745413635884,0.715918560309015,0.734443601574939,0.7659326118927186,GPT,Prompt#3
3,0.07711382368144533,0.5661337481195479,0.577286652509852,0.683426659995768,0.7040688720468374,0.6751025641723751,0.6133073023438903,0.7565288916306807,GPT,Prompt#4
4,0.1972513273993789,0.550845115169978,0.5959386580974765,0.6124814437776388,0.6279297997071506,0.6969249035777192,0.6806910208851313,0.6878960897800772,GPT,Prompt#5
5,-0.05004306697747747,0.3061959626117214,0.5590535779721216,0.6767886055013166,0.7011882334915711,0.7209877139520927,0.767479598767914,0.7832182450509176,Gemini,Prompt#1
6,0.1562115117443018,0.3738119642485837,0.6655766738415796,0.6045990535388024,0.6581392268260606,0.7126096406869615,0.7388196965103296,0.7177375294187635,Gemini,Prompt#2
7,0.023294359947034025,0.41137652185503637,0.5955224404832999,0.7245240617947081,0.7632676474699426,0.6956298438669255,0.7541126612585133,0.7515294344029815,Gemini,Prompt#3
8,0.215661859424682,0.37713041722764157,0.5372334559909447,0.5742089239173352,0.4979919606646809,0.5228746746372365,0.5642804838641364,0.691220903876488,Gemini,Prompt#4
9,0.08176886669528739,0.3117583225380262,0.33976142115451186,0.44720926862029803,0.5140982327077006,0.5401249161916986,0.6616896247711069,0.7525527772221596,Gemini,Prompt#5
10,0.16600219971311042,0.11331349659679608,0.1307628939932279,0.18636499180061408,0.23259985213210196,0.28940198959644353,0.3710670478270537,0.4463680301845238,Llama8B,Prompt#1
11,0.15119132384164133,-0.09881161968737251,0.20781673043118185,0.13554674251476953,0.24870285610261555,0.2442810227819673,0.3142411400917848,0.3279752423974006,Llama8B,Prompt#2
12,0.17180497210019313,0.14293109389882683,0.1954043260857804,0.16349239490597878,0.2964845493470708,0.1585215314007959,0.19401295894765233,0.3486705525317957,Llama8B,Prompt#3
13,0.049429028167713364,0.1944678638114068,0.20242239651820676,0.12553585589348562,0.36624984939856453,0.2412595963640952,0.4334915286975471,0.41027113407199567,Llama8B,Prompt#4
14,0.04749036432975108,0.023554727289129097,0.045252799748067285,0.20852617923861388,0.19579603059739542,0.26104114048749777,0.21007779037581098,0.22294713295786753,Llama8B,Prompt#5
15,0.4670020528739167,0.6440947392500429,0.8314108453754013,0.8367675845524369,0.8967937822296499,0.8832183656433079,0.9169523623691821,0.9578956810403538,Llama70B,Prompt#1
16,0.4405939463935584,0.6357845994702919,0.7277041627832538,0.8243986474436805,0.8837629229730382,0.8959854606805817,0.9131892615413325,0.9109908094224552,Llama70B,Prompt#2
17,0.3064093513290417,0.5768649297189975,0.7570379736837962,0.8660619470370235,0.8862679504366032,0.860629783447921,0.9134101218242772,0.9057957919863484,Llama70B,Prompt#3
18,0.3067449186840751,0.6434071781134304,0.75132048538673,0.8547059615948733,0.8966957746001261,0.8999785856284177,0.891724064114593,0.9366987043201231,Llama70B,Prompt#4
19,0.36286058186483605,0.589156894606282,0.671911286407863,0.8314605933885297,0.8989614682008498,0.90149149163465,0.9161999692928512,0.9128522027712638,Llama70B,Prompt#5
