,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.75,models,prompts
0,0.323790571081368,0.5360365871759503,0.6542370733627441,0.7150440644112523,0.7138022387416704,0.7441719520926606,0.7421178891687877,0.669618328578804,GPT,Prompt#1
1,0.2604932418023409,0.5332018490859413,0.675398252858587,0.731966557253455,0.6729441484241553,0.7372734274539274,0.744394027412572,0.7314221209581614,GPT,Prompt#2
2,0.33130564817885283,0.5372320579768426,0.6943536474780072,0.7244459526823991,0.7457626242773138,0.7315823319302928,0.7013668355587025,0.7493762769210718,GPT,Prompt#3
3,0.25302021013503584,0.5535869598016996,0.7593981470446176,0.7166144156370006,0.7294552718603551,0.7260916279488524,0.6911233547999229,0.7231490781244128,GPT,Prompt#4
4,0.09852381799488857,0.4360642029156072,0.6504978209143113,0.702910104027924,0.6768481084890554,0.5693343906705699,0.6486205497705781,0.7184005626705787,GPT,Prompt#5
5,0.02096788205578365,0.32959855041228087,0.5543026416419027,0.5362969132013736,0.6439075134157299,0.6627839892839326,0.7034251770975304,0.7409598195143255,Gemini,Prompt#1
6,0.2698420482505856,0.43926463727590176,0.5969471254237482,0.6121688421689747,0.6563126151853884,0.66051191434311,0.7808055234406805,0.7951462273751739,Gemini,Prompt#2
7,-0.002989506563994953,0.43911246983266855,0.5831419714376472,0.689190870380329,0.7043559411151048,0.7590935979022193,0.7756054036132144,0.7756378426145727,Gemini,Prompt#3
8,0.25249695955760154,0.31413715671280873,0.5608417635441763,0.44594129250792247,0.5056498968474316,0.5570484990582331,0.5784924073369803,0.6422176221445857,Gemini,Prompt#4
9,0.0660949271025437,0.2972910444896253,0.3900742729840016,0.5049128811980185,0.5200802244222733,0.5631086202040031,0.6266803813870326,0.6725497473787637,Gemini,Prompt#5
